Nmsg,Time,Ax,Ay,Az,Gx,Gy,Gz,Gfx,Gfy,Gfz,Roll,Pitch,Heading,Alt,Latitude,Longitude,Arsp,Presion,SBUS_Flags,Flight_Mode,Interruptor_1,Interruptor_2,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Canal_10,Canal_11,Canal_12,Canal_13,Canal_14,Canal_15,Canal_16,OUT_1,OUT_2,OUT_3,OUT_4,OUT_5,OUT_6,OUT_7,OUT_8,OUT_9,OUT_10
17253,172328,0.029374897,0.3889699,9.7616625,0.007842965,-0.0017952168,0.0036700063,0.0,0.0,0.0,2.3587108,-0.18266892,-55.284393,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17254,172338,0.029374897,0.3889699,9.7616625,0.007842965,-0.0017952168,0.0036700063,0.0,0.0,0.0,2.3587108,-0.18266892,-55.284393,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17255,172348,0.026437074,0.377331,9.768846,0.006185738,-0.0071911714,0.0042292913,0.0,0.0,0.0,2.3569,-0.18469962,-55.286087,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17256,172358,0.026437074,0.377331,9.768846,0.006185738,-0.0071911714,0.0042292913,0.0,0.0,0.0,2.3569,-0.18469962,-55.286087,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17257,172368,0.03238046,0.42342407,9.767025,0.009879521,-0.0020870864,0.0033420748,0.0,0.0,0.0,2.3588479,-0.18235323,-55.286766,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17258,172378,0.03238046,0.42342407,9.767025,0.009879521,-0.0020870864,0.0033420748,0.0,0.0,0.0,2.3588479,-0.18235323,-55.286766,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17259,172388,0.002379775,0.3772512,9.774155,0.0027836878,-0.007340241,0.0036023844,0.0,0.0,0.0,2.3562205,-0.18520093,-55.288536,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17260,172398,0.002379775,0.3772512,9.774155,0.0027836878,-0.007340241,0.0036023844,0.0,0.0,0.0,2.3562205,-0.18520093,-55.288536,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17261,172408,0.04998061,0.38330966,9.7453785,0.0066237403,-0.0019819278,0.0033546307,0.0,0.0,0.0,2.3602343,-0.18239848,-55.28829,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17262,172418,0.04998061,0.38330966,9.7453785,0.0066237403,-0.0019819278,0.0033546307,0.0,0.0,0.0,2.3602343,-0.18239848,-55.28829,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17263,172428,0.016643763,0.39514187,9.79808,0.006426088,-0.005624521,0.003971694,0.0,0.0,0.0,2.357279,-0.18559779,-55.288036,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17264,172438,0.008477002,0.37829778,9.752491,0.0071564848,-0.0046773194,0.0043001547,0.0,0.0,0.0,2.3578568,-0.18380894,-55.288628,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17265,172448,0.023786932,0.3963471,9.783676,0.0050217975,-0.0051135244,0.0029272817,0.0,0.0,0.0,2.3578513,-0.1842848,-55.287933,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17266,172458,0.023786932,0.3963471,9.783676,0.0050217975,-0.0051135244,0.0029272817,0.0,0.0,0.0,2.3578513,-0.1842848,-55.287933,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17267,172468,0.023786932,0.3963471,9.783676,0.0050217975,-0.0051135244,0.0029272817,0.0,0.0,0.0,2.3578513,-0.1842848,-55.287933,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17268,172478,0.02963379,0.3804696,9.753767,0.007373136,-0.0031830189,0.0027170465,0.0,0.0,0.0,2.3593485,-0.18366411,-55.2901,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17269,172488,0.02963379,0.3804696,9.753767,0.007373136,-0.0031830189,0.0027170465,0.0,0.0,0.0,2.3593485,-0.18366411,-55.2901,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17270,172498,0.03267646,0.38715202,9.772568,0.005489756,-0.0067761266,0.0038843458,0.0,0.0,0.0,2.357574,-0.1849466,-55.288925,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17271,172508,0.047233075,0.39761695,9.758031,0.0064265644,-0.0015530911,0.0034242265,0.0,0.0,0.0,2.3587391,-0.18275836,-55.28912,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17272,172518,0.047233075,0.39761695,9.758031,0.0064265644,-0.0015530911,0.0034242265,0.0,0.0,0.0,2.3587391,-0.18275836,-55.28912,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17273,172528,0.0055764318,0.36952558,9.79748,0.005948098,-0.008179537,0.004487898,0.0,0.0,0.0,2.3554962,-0.18751243,-55.288338,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17274,172538,0.0055764318,0.36952558,9.79748,0.005948098,-0.008179537,0.004487898,0.0,0.0,0.0,2.3554962,-0.18751243,-55.288338,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17275,172548,0.034351587,0.38404977,9.730225,0.0066939383,-0.0012643551,0.0032707648,0.0,0.0,0.0,2.3590972,-0.18069465,-55.2901,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17276,172558,0.034351587,0.38404977,9.730225,0.0066939383,-0.0012643551,0.0032707648,0.0,0.0,0.0,2.3590972,-0.18069465,-55.2901,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17277,172568,0.034351587,0.38404977,9.730225,0.0066939383,-0.0012643551,0.0032707648,0.0,0.0,0.0,2.3590972,-0.18069465,-55.2901,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17278,172578,0.026619792,0.3876816,9.814242,0.0054216483,-0.007139308,0.004082013,0.0,0.0,0.0,2.3554876,-0.18843076,-55.289883,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17279,172588,0.026619792,0.3876816,9.814242,0.0054216483,-0.007139308,0.004082013,0.0,0.0,0.0,2.3554876,-0.18843076,-55.289883,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17280,172598,0.024740964,0.3566846,9.7266865,0.004067155,-0.005013057,0.0035949703,0.0,0.0,0.0,2.3584528,-0.18138345,-55.29,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17281,172608,0.024740964,0.3566846,9.7266865,0.004067155,-0.005013057,0.0035949703,0.0,0.0,0.0,2.3584528,-0.18138345,-55.29,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17282,172618,0.03671652,0.3979069,9.766142,0.007996188,-0.0015070848,0.0027651044,0.0,0.0,0.0,2.3580887,-0.1823685,-55.28677,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17283,172628,0.03671652,0.3979069,9.766142,0.007996188,-0.0015070848,0.0027651044,0.0,0.0,0.0,2.3580887,-0.1823685,-55.28677,1731,0.0,0.0,0,83380,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17284,172638,0.008504927,0.37907094,9.787102,0.0045283115,-0.0069275433,0.004765771,0.0,0.0,0.0,2.355413,-0.18568456,-55.28515,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17285,172648,0.008504927,0.37907094,9.787102,0.0045283115,-0.0069275433,0.004765771,0.0,0.0,0.0,2.355413,-0.18568456,-55.28515,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17286,172658,0.05867526,0.3778717,9.737252,0.007912772,-0.0030918058,0.0029837363,0.0,0.0,0.0,2.358901,-0.18264182,-55.286556,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17287,172668,0.05867526,0.3778717,9.737252,0.007912772,-0.0030918058,0.0029837363,0.0,0.0,0.0,2.358901,-0.18264182,-55.286556,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17288,172678,0.030288488,0.39942262,9.803267,0.006208137,-0.0061537176,0.0032553652,0.0,0.0,0.0,2.3561926,-0.18624742,-55.28545,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17289,172688,0.030288488,0.39942262,9.803267,0.006208137,-0.0061537176,0.0032553652,0.0,0.0,0.0,2.3561926,-0.18624742,-55.28545,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17290,172698,0.029202908,0.37478048,9.730631,0.0051583443,-0.0047198716,0.004041128,0.0,0.0,0.0,2.3585892,-0.18294938,-55.285,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17291,172708,0.029202908,0.37478048,9.730631,0.0051583443,-0.0047198716,0.004041128,0.0,0.0,0.0,2.3585892,-0.18294938,-55.285,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17292,172718,0.022180468,0.39398625,9.800095,0.006106549,-0.0057884348,0.00383454,0.0,0.0,0.0,2.356665,-0.18645725,-55.28196,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17293,172728,0.022180468,0.39398625,9.800095,0.006106549,-0.0057884348,0.00383454,0.0,0.0,0.0,2.356665,-0.18645725,-55.28196,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17294,172738,0.037520945,0.36499822,9.756937,0.0059532756,-0.0041326177,0.0034436886,0.0,0.0,0.0,2.3575273,-0.18366273,-55.28485,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17295,172748,0.037520945,0.36499822,9.756937,0.0059532756,-0.0041326177,0.0034436886,0.0,0.0,0.0,2.3575273,-0.18366273,-55.28485,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17296,172757,0.040004283,0.39870977,9.7584095,0.0069884886,-0.0023742311,0.0034169685,0.0,0.0,0.0,2.3586864,-0.18514381,-55.285187,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17297,172767,0.040004283,0.39870977,9.7584095,0.0069884886,-0.0023742311,0.0034169685,0.0,0.0,0.0,2.3586864,-0.18514381,-55.285187,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17298,172777,0.03972298,0.38602304,9.786008,0.0066593224,-0.0043822858,0.0033963984,0.0,0.0,0.0,2.3568704,-0.1862628,-55.285004,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17299,172787,0.03972298,0.38602304,9.786008,0.0066593224,-0.0043822858,0.0033963984,0.0,0.0,0.0,2.3568704,-0.1862628,-55.285004,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17300,172797,0.0033361912,0.38612005,9.757478,0.0055736476,-0.0044714566,0.0039762226,0.0,0.0,0.0,2.3586304,-0.18254428,-55.28588,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17301,172807,0.0033361912,0.38612005,9.757478,0.0055736476,-0.0044714566,0.0039762226,0.0,0.0,0.0,2.3586304,-0.18254428,-55.28588,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17302,172817,0.017431855,0.39565864,9.788763,0.0053066257,-0.0044693244,0.0038407226,0.0,0.0,0.0,2.3571641,-0.18570782,-55.28375,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17303,172827,0.017431855,0.39565864,9.788763,0.0053066257,-0.0044693244,0.0038407226,0.0,0.0,0.0,2.3571641,-0.18570782,-55.28375,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17304,172837,0.034029752,0.38231117,9.744061,0.0068596816,-0.005128836,0.004207489,0.0,0.0,0.0,2.3584275,-0.18292004,-55.282196,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17305,172847,0.034029752,0.38231117,9.744061,0.0068596816,-0.005128836,0.004207489,0.0,0.0,0.0,2.3584275,-0.18292004,-55.282196,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17306,172857,0.019907296,0.42225924,9.815637,0.008260181,-0.0032028246,0.0032632332,0.0,0.0,0.0,2.3577132,-0.18534274,-55.282063,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17307,172867,0.019907296,0.42225924,9.815637,0.008260181,-0.0032028246,0.0032632332,0.0,0.0,0.0,2.3577132,-0.18534274,-55.282063,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17308,172877,0.011438161,0.37445658,9.721248,0.0044059544,-0.006009453,0.004253845,0.0,0.0,0.0,2.3576462,-0.18295568,-55.283348,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17309,172887,0.011438161,0.37445658,9.721248,0.0044059544,-0.006009453,0.004253845,0.0,0.0,0.0,2.3576462,-0.18295568,-55.283348,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17310,172897,0.053560734,0.39458904,9.7902155,0.008037531,-0.002392503,0.0029446424,0.0,0.0,0.0,2.3570485,-0.18567422,-55.283203,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17311,172907,0.053560734,0.39458904,9.7902155,0.008037531,-0.002392503,0.0029446424,0.0,0.0,0.0,2.3570485,-0.18567422,-55.283203,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17312,172917,0.033887625,0.352712,9.685082,0.0015391558,-0.003801099,0.0028139655,0.0,0.0,0.0,2.3587046,-0.17961165,-55.284737,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17313,172927,0.033887625,0.352712,9.685082,0.0015391558,-0.003801099,0.0028139655,0.0,0.0,0.0,2.3587046,-0.17961165,-55.284737,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17314,172937,-0.039004743,0.37318516,9.774571,0.0054629636,-0.009546125,0.0049170707,0.0,0.0,0.0,2.3537266,-0.18438086,-55.283417,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17315,172947,-0.039004743,0.37318516,9.774571,0.0054629636,-0.009546125,0.0049170707,0.0,0.0,0.0,2.3537266,-0.18438086,-55.283417,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17316,172957,0.08367962,0.37788832,9.748896,0.013285741,0.00069970096,0.0028806576,0.0,0.0,0.0,2.3590398,-0.18140213,-55.283813,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17317,172967,0.08367962,0.37788832,9.748896,0.013285741,0.00069970096,0.0028806576,0.0,0.0,0.0,2.3590398,-0.18140213,-55.283813,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17318,172977,0.007556081,0.40524912,9.790191,0.0058765053,-0.010439243,0.004581141,0.0,0.0,0.0,2.3539975,-0.18393198,-55.283066,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17319,172987,0.007556081,0.40524912,9.790191,0.0058765053,-0.010439243,0.004581141,0.0,0.0,0.0,2.3539975,-0.18393198,-55.283066,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17320,172997,0.031454355,0.3671348,9.735579,0.0076295957,0.0008427301,0.0034290445,0.0,0.0,0.0,2.3583121,-0.17977186,-55.28348,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17321,173007,0.031454355,0.3671348,9.735579,0.0076295957,0.0008427301,0.0034290445,0.0,0.0,0.0,2.3583121,-0.17977186,-55.28348,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17322,173017,0.022652179,0.34941515,9.803121,0.002431905,-0.009330894,0.0028333343,0.0,0.0,0.0,2.3556535,-0.185779,-55.282402,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17323,173027,0.022652179,0.34941515,9.803121,0.002431905,-0.009330894,0.0028333343,0.0,0.0,0.0,2.3556535,-0.185779,-55.282402,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17324,173037,0.03829187,0.40107134,9.748286,0.007915026,-0.0015315813,0.003425179,0.0,0.0,0.0,2.3611314,-0.17863792,-55.281162,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17325,173047,0.03829187,0.40107134,9.748286,0.007915026,-0.0015315813,0.003425179,0.0,0.0,0.0,2.3611314,-0.17863792,-55.281162,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17326,173057,0.024475753,0.3976778,9.789615,0.003435233,-0.0061434647,0.0034490714,0.0,0.0,0.0,2.3568494,-0.18452099,-55.2811,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17327,173067,0.024475753,0.3976778,9.789615,0.003435233,-0.0061434647,0.0034490714,0.0,0.0,0.0,2.3568494,-0.18452099,-55.2811,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17328,173077,0.03169802,0.41459656,9.755762,0.004405478,-0.007259324,0.003518521,0.0,0.0,0.0,2.3603058,-0.17943664,-55.281773,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
17329,173087,0.03169802,0.41459656,9.755762,0.004405478,-0.007259324,0.003518521,0.0,0.0,0.0,2.3603058,-0.17943664,-55.281773,1731,0.0,0.0,0,83381,0,0,0,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1000,1500,1500,1500
